Entity,Code,Year,CO₂ emissions from fossil fuels and land use change,CO₂ emissions from fossil fuels and industry,CO₂ emissions from land use change
Central African Republic,CAF,2006,35219714048,30579730432,4639984128
Central African Republic,CAF,2007,35536441344,31489845248,4046596096
Central African Republic,CAF,2008,36204646400,32065773568,4138871040
Central African Republic,CAF,2009,36132634624,31603392512,4529241088
Central African Republic,CAF,2010,37618974720,33340114944,4278861312
Central African Republic,CAF,2011,39296249856,34465112064,4831137792
Central African Republic,CAF,2012,39647084544,34970644480,4676440064
Central African Republic,CAF,2013,39596494848,35279704064,4316789248
Central African Republic,CAF,2014,40095285248,35531591680,4563694592
Central African Republic,CAF,2015,40260575232,35493670912,4766905856
Central African Republic,CAF,2016,39153553408,35449978880,3703574528
Central African Republic,CAF,2017,39585964032,35923083264,3662879232
Central African Republic,CAF,2018,40500518912,36642979840,3857538816
Central African Republic,CAF,2019,40524558336,36699148288,3825410560
Central African Republic,CAF,2020,38017839104,34807844864,3209992960
Central America (GCP),,1959,15618355200,8856374272,6761980928
Central America (GCP),,1960,16179810304,9387810816,6791998976
Central America (GCP),,1961,16241441792,9418633216,6822808576
Central America (GCP),,1962,16312017920,9751263232,6560754688
Central America (GCP),,1963,16324313088,10271890432,6052422144
Central America (GCP),,1964,16560771072,10829867008,5730903552
Central America (GCP),,1965,16510402560,11317882880,5192520192
Central America (GCP),,1966,16809500672,11867256832,4942243840
Central America (GCP),,1967,17272217600,12244393984,5027824640
Central America (GCP),,1968,17965920256,12911313920,5054606336
Central America (GCP),,1969,18503319552,13767876608,4735442944
Central America (GCP),,1970,19612364800,14898575360,4713788416
Central America (GCP),,1971,20164421632,15499657216,4664764416
Central America (GCP),,1972,20899108864,16222739456,4676368896
Central America (GCP),,1973,21618507776,17080141824,4538366464
Central America (GCP),,1974,21379604480,17011143680,4368461824
Central America (GCP),,1975,22240493568,17048539136,5191953408
Central America (GCP),,1976,22755766272,17985501184,4770264576
Central America (GCP),,1977,23139760128,18496430080,4643330048
Central America (GCP),,1978,23297722368,19069630464,4228091392
Central America (GCP),,1979,23864434688,19611475968,4252957696
Central America (GCP),,1980,23638337536,19494451200,4143886336
Central America (GCP),,1981,23343929344,19029032960,4314896384
Central America (GCP),,1982,23111575552,18877890560,4233685504
Central America (GCP),,1983,23661371392,19000182784,4661189632
Central America (GCP),,1984,24831905792,19659028480,5172877312
Central America (GCP),,1985,25221292032,20319909888,4901381120
Central America (GCP),,1986,25450475520,20622252032,4828223488
Central America (GCP),,1987,25899237376,21269166080,4630070784
Central America (GCP),,1988,26608850944,22104852480,4503998464
Central America (GCP),,1989,26764148736,22410432512,4353715200
Central America (GCP),,1990,27041505280,22742327296,4299177984
Central America (GCP),,1991,27442896896,23230810112,4212085760
Central America (GCP),,1992,26953144320,22561548288,4391596544
Central America (GCP),,1993,27088326656,22795134976,4293191936
Central America (GCP),,1994,27771367424,22956447744,4814918656
Central America (GCP),,1995,28211814400,23445604352,4766209024
Central America (GCP),,1996,28987062272,24146044928,4841017344
Central America (GCP),,1997,30965524480,24294881280,6670642688
Central America (GCP),,1998,29336451072,24202033152,5134417920
Central America (GCP),,1999,29587886080,24514863104,5073021952
Central America (GCP),,2000,29767446528,25230159872,4537286656
Central America (GCP),,2001,29612062720,25447149568,4164913920
Central America (GCP),,2002,30753978368,26035853312,4718125056
Central America (GCP),,2003,32456863744,27363506176,5093357056
Central America (GCP),,2004,33200537600,28624242688,4576294400
Central America (GCP),,2005,33698942976,29599029248,4099912960
Central America (GCP),,2006,35219714048,30579730432,4639984128
Central America (GCP),,2007,35536441344,31489845248,4046596096
Central America (GCP),,2008,36204646400,32065773568,4138871040
Central America (GCP),,2009,36132634624,31603392512,4529241088
Central America (GCP),,2010,37618974720,33340114944,4278861312
Central America (GCP),,2011,39296249856,34465112064,4831137792
Central America (GCP),,2012,39647084544,34970644480,4676440064
Central America (GCP),,2013,39596494848,35279704064,4316789248
Central America (GCP),,2014,40095285248,35531591680,4563694592
Central America (GCP),,2015,40260575232,35493670912,4766905856
Central America (GCP),,2016,39153553408,35449978880,3703574528
Central America (GCP),,2017,39585964032,35923083264,3662879232
Central America (GCP),,2018,40500518912,36642979840,3857538816
Central America (GCP),,2019,40524558336,36699148288,3825410560
Central America (GCP),,2020,38017839104,34807844864,3209992960
Chad,TCD,1959,15618355200,8856374272,6761980928
Chad,TCD,1960,16179810304,9387810816,6791998976
Chad,TCD,1961,16241441792,9418633216,6822808576
Chad,TCD,1962,16312017920,9751263232,6560754688
Chad,TCD,1963,16324313088,10271890432,6052422144
Chad,TCD,1964,16560771072,10829867008,5730903552
Chad,TCD,1965,16510402560,11317882880,5192520192
Chad,TCD,1966,16809500672,11867256832,4942243840
Chad,TCD,1967,17272217600,12244393984,5027824640
Chad,TCD,1968,17965920256,12911313920,5054606336
Chad,TCD,1969,18503319552,13767876608,4735442944
Chad,TCD,1970,19612364800,14898575360,4713788416
Chad,TCD,1971,20164421632,15499657216,4664764416
Chad,TCD,1972,20899108864,16222739456,4676368896
Chad,TCD,1973,21618507776,17080141824,4538366464
Chad,TCD,1974,21379604480,17011143680,4368461824
Chad,TCD,1975,22240493568,17048539136,5191953408
Chad,TCD,1976,22755766272,17985501184,4770264576
Chad,TCD,1977,23139760128,18496430080,4643330048
Chad,TCD,1978,23297722368,19069630464,4228091392
Chad,TCD,1979,23864434688,19611475968,4252957696
Chad,TCD,1980,23638337536,19494451200,4143886336
Chad,TCD,1981,23343929344,19029032960,4314896384
Chad,TCD,1982,23111575552,18877890560,4233685504
Chad,TCD,1983,23661371392,19000182784,4661189632
Chad,TCD,1984,24831905792,19659028480,5172877312
Chad,TCD,1985,25221292032,20319909888,4901381120
Chad,TCD,1986,25450475520,20622252032,4828223488
Chad,TCD,1987,25899237376,21269166080,4630070784
Chad,TCD,1988,26608850944,22104852480,4503998464
Chad,TCD,1989,26764148736,22410432512,4353715200
Chad,TCD,1990,27041505280,22742327296,4299177984
Chad,TCD,1991,27442896896,23230810112,4212085760
Chad,TCD,1992,26953144320,22561548288,4391596544
Chad,TCD,1993,27088326656,22795134976,4293191936
Chad,TCD,1994,27771367424,22956447744,4814918656
Chad,TCD,1995,28211814400,23445604352,4766209024
Chad,TCD,1996,28987062272,24146044928,4841017344
Chad,TCD,1997,30965524480,24294881280,6670642688
Chad,TCD,1998,29336451072,24202033152,5134417920
Chad,TCD,1999,29587886080,24514863104,5073021952
Chad,TCD,2000,29767446528,25230159872,4537286656
Chad,TCD,2001,29612062720,25447149568,4164913920
Chad,TCD,2002,30753978368,26035853312,4718125056
Chad,TCD,2003,32456863744,27363506176,5093357056
Chad,TCD,2004,33200537600,28624242688,4576294400
Chad,TCD,2005,33698942976,29599029248,4099912960
Chad,TCD,2006,35219714048,30579730432,4639984128
Chad,TCD,2007,35536441344,31489845248,4046596096
Chad,TCD,2008,36204646400,32065773568,4138871040
Chad,TCD,2009,36132634624,31603392512,4529241088
Chad,TCD,2010,37618974720,33340114944,4278861312
Chad,TCD,2011,39296249856,34465112064,4831137792
Chad,TCD,2012,39647084544,34970644480,4676440064
Chad,TCD,2013,39596494848,35279704064,4316789248
Chad,TCD,2014,40095285248,35531591680,4563694592
Chad,TCD,2015,40260575232,35493670912,4766905856
Chad,TCD,2016,39153553408,35449978880,3703574528
Chad,TCD,2017,39585964032,35923083264,3662879232
Chad,TCD,2018,40500518912,36642979840,3857538816
Chad,TCD,2019,40524558336,36699148288,3825410560
Chad,TCD,2020,38017839104,34807844864,3209992960
Chile,CHL,1959,15618355200,8856374272,6761980928
Chile,CHL,1960,16179810304,9387810816,6791998976
Chile,CHL,1961,16241441792,9418633216,6822808576
Chile,CHL,1962,16312017920,9751263232,6560754688
Chile,CHL,1963,16324313088,10271890432,6052422144
Chile,CHL,1964,16560771072,10829867008,5730903552
Chile,CHL,1965,16510402560,11317882880,5192520192
Chile,CHL,1966,16809500672,11867256832,4942243840
Chile,CHL,1967,17272217600,12244393984,5027824640
Chile,CHL,1968,17965920256,12911313920,5054606336
Chile,CHL,1969,18503319552,13767876608,4735442944
Chile,CHL,1970,19612364800,14898575360,4713788416
Chile,CHL,1971,20164421632,15499657216,4664764416
Chile,CHL,1972,20899108864,16222739456,4676368896
Chile,CHL,1973,21618507776,17080141824,4538366464
Chile,CHL,1974,21379604480,17011143680,4368461824
Chile,CHL,1975,22240493568,17048539136,5191953408
Chile,CHL,1976,22755766272,17985501184,4770264576
Chile,CHL,1977,23139760128,18496430080,4643330048
Chile,CHL,1978,23297722368,19069630464,4228091392
Chile,CHL,1979,23864434688,19611475968,4252957696
Chile,CHL,1980,23638337536,19494451200,4143886336
Chile,CHL,1981,23343929344,19029032960,4314896384
Chile,CHL,1982,23111575552,18877890560,4233685504
Chile,CHL,1983,23661371392,19000182784,4661189632
Chile,CHL,1984,24831905792,19659028480,5172877312
Chile,CHL,1985,25221292032,20319909888,4901381120
Chile,CHL,1986,25450475520,20622252032,4828223488
Chile,CHL,1987,25899237376,21269166080,4630070784
Chile,CHL,1988,26608850944,22104852480,4503998464
Chile,CHL,1989,26764148736,22410432512,4353715200
Chile,CHL,1990,27041505280,22742327296,4299177984
Chile,CHL,1991,27442896896,23230810112,4212085760
Chile,CHL,1992,26953144320,22561548288,4391596544
Chile,CHL,1993,27088326656,22795134976,4293191936
Chile,CHL,1994,27771367424,22956447744,4814918656
Chile,CHL,1995,28211814400,23445604352,4766209024
Chile,CHL,1996,28987062272,24146044928,4841017344
Chile,CHL,1997,30965524480,24294881280,6670642688
Chile,CHL,1998,29336451072,24202033152,5134417920
Chile,CHL,1999,29587886080,24514863104,5073021952
Chile,CHL,2000,29767446528,25230159872,4537286656
Chile,CHL,2001,29612062720,25447149568,4164913920
Chile,CHL,2002,30753978368,26035853312,4718125056
Chile,CHL,2003,32456863744,27363506176,5093357056
Chile,CHL,2004,33200537600,28624242688,4576294400
Chile,CHL,2005,33698942976,29599029248,4099912960
Chile,CHL,2006,35219714048,30579730432,4639984128
Chile,CHL,2007,35536441344,31489845248,4046596096
Chile,CHL,2008,36204646400,32065773568,4138871040
Chile,CHL,2009,36132634624,31603392512,4529241088
Chile,CHL,2010,37618974720,33340114944,4278861312
Chile,CHL,2011,39296249856,34465112064,4831137792
Chile,CHL,2012,39647084544,34970644480,4676440064
Chile,CHL,2013,39596494848,35279704064,4316789248
Chile,CHL,2014,40095285248,35531591680,4563694592
Chile,CHL,2015,40260575232,35493670912,4766905856
Chile,CHL,2016,39153553408,35449978880,3703574528
Chile,CHL,2017,39585964032,35923083264,3662879232
Chile,CHL,2018,40500518912,36642979840,3857538816
Chile,CHL,2019,40524558336,36699148288,3825410560
Chile,CHL,2020,38017839104,34807844864,3209992960
China,CHN,1959,15618355200,8856374272,6761980928
China,CHN,1960,16179810304,9387810816,6791998976
China,CHN,1961,16241441792,9418633216,6822808576
China,CHN,1962,16312017920,9751263232,6560754688
China,CHN,1963,16324313088,10271890432,6052422144
China,CHN,1964,16560771072,10829867008,5730903552
China,CHN,1965,16510402560,11317882880,5192520192
China,CHN,1966,16809500672,11867256832,4942243840
China,CHN,1967,17272217600,12244393984,5027824640
China,CHN,1968,17965920256,12911313920,5054606336
China,CHN,1969,18503319552,13767876608,4735442944
China,CHN,1970,19612364800,14898575360,4713788416
China,CHN,1971,20164421632,15499657216,4664764416
China,CHN,1972,20899108864,16222739456,4676368896
China,CHN,1973,21618507776,17080141824,4538366464
China,CHN,1974,21379604480,17011143680,4368461824
China,CHN,1975,22240493568,17048539136,5191953408
China,CHN,1976,22755766272,17985501184,4770264576
China,CHN,1977,23139760128,18496430080,4643330048
China,CHN,1978,23297722368,19069630464,4228091392
China,CHN,1979,23864434688,19611475968,4252957696
China,CHN,1980,23638337536,19494451200,4143886336
China,CHN,1981,23343929344,19029032960,4314896384
China,CHN,1982,23111575552,18877890560,4233685504
China,CHN,1983,23661371392,19000182784,4661189632
China,CHN,1984,24831905792,19659028480,5172877312
China,CHN,1985,25221292032,20319909888,4901381120
China,CHN,1986,25450475520,20622252032,4828223488
China,CHN,1987,25899237376,21269166080,4630070784
China,CHN,1988,26608850944,22104852480,4503998464
China,CHN,1989,26764148736,22410432512,4353715200
China,CHN,1990,27041505280,22742327296,4299177984
China,CHN,1991,27442896896,23230810112,4212085760
China,CHN,1992,26953144320,22561548288,4391596544
China,CHN,1993,27088326656,22795134976,4293191936
China,CHN,1994,27771367424,22956447744,4814918656
China,CHN,1995,28211814400,23445604352,4766209024
China,CHN,1996,28987062272,24146044928,4841017344
China,CHN,1997,30965524480,24294881280,6670642688
China,CHN,1998,29336451072,24202033152,5134417920
China,CHN,1999,29587886080,24514863104,5073021952
China,CHN,2000,29767446528,25230159872,4537286656
China,CHN,2001,29612062720,25447149568,4164913920
China,CHN,2002,30753978368,26035853312,4718125056
China,CHN,2003,32456863744,27363506176,5093357056
China,CHN,2004,33200537600,28624242688,4576294400
China,CHN,2005,33698942976,29599029248,4099912960
China,CHN,2006,35219714048,30579730432,4639984128
China,CHN,2007,35536441344,31489845248,4046596096
China,CHN,2008,36204646400,32065773568,4138871040
China,CHN,2009,36132634624,31603392512,4529241088
China,CHN,2010,37618974720,33340114944,4278861312
China,CHN,2011,39296249856,34465112064,4831137792
China,CHN,2012,39647084544,34970644480,4676440064
China,CHN,2013,39596494848,35279704064,4316789248
China,CHN,2014,40095285248,35531591680,4563694592
China,CHN,2015,40260575232,35493670912,4766905856
China,CHN,2016,39153553408,35449978880,3703574528
China,CHN,2017,39585964032,35923083264,3662879232
China,CHN,2018,40500518912,36642979840,3857538816
China,CHN,2019,40524558336,36699148288,3825410560
China,CHN,2020,38017839104,34807844864,3209992960
Colombia,COL,1959,15618355200,8856374272,6761980928
Colombia,COL,1960,16179810304,9387810816,6791998976
Colombia,COL,1961,16241441792,9418633216,6822808576
Colombia,COL,1962,16312017920,9751263232,6560754688
Colombia,COL,1963,16324313088,10271890432,6052422144
Colombia,COL,1964,16560771072,10829867008,5730903552
Colombia,COL,1965,16510402560,11317882880,5192520192
Colombia,COL,1966,16809500672,11867256832,4942243840
Colombia,COL,1967,17272217600,12244393984,5027824640
Colombia,COL,1968,17965920256,12911313920,5054606336
Colombia,COL,1969,18503319552,13767876608,4735442944
Colombia,COL,1970,19612364800,14898575360,4713788416
Colombia,COL,1971,20164421632,15499657216,4664764416
Colombia,COL,1972,20899108864,16222739456,4676368896
Colombia,COL,1973,21618507776,17080141824,4538366464
Colombia,COL,1974,21379604480,17011143680,4368461824
Colombia,COL,1975,22240493568,17048539136,5191953408
Colombia,COL,1976,22755766272,17985501184,4770264576
Colombia,COL,1977,23139760128,18496430080,4643330048
Colombia,COL,1978,23297722368,19069630464,4228091392
Colombia,COL,1979,23864434688,19611475968,4252957696
Colombia,COL,1980,23638337536,19494451200,4143886336
Colombia,COL,1981,23343929344,19029032960,4314896384
Colombia,COL,1982,23111575552,18877890560,4233685504
Colombia,COL,1983,23661371392,19000182784,4661189632
Colombia,COL,1984,24831905792,19659028480,5172877312
Colombia,COL,1985,25221292032,20319909888,4901381120
Colombia,COL,1986,25450475520,20622252032,4828223488
Colombia,COL,1987,25899237376,21269166080,4630070784
Colombia,COL,1988,26608850944,22104852480,4503998464
Colombia,COL,1989,26764148736,22410432512,4353715200
Colombia,COL,1990,27041505280,22742327296,4299177984
Colombia,COL,1991,27442896896,23230810112,4212085760
Colombia,COL,1992,26953144320,22561548288,4391596544
Colombia,COL,1993,27088326656,22795134976,4293191936
Colombia,COL,1994,27771367424,22956447744,4814918656
Colombia,COL,1995,28211814400,23445604352,4766209024
Colombia,COL,1996,28987062272,24146044928,4841017344
Colombia,COL,1997,30965524480,24294881280,6670642688
Colombia,COL,1998,29336451072,24202033152,5134417920
Colombia,COL,1999,29587886080,24514863104,5073021952
Colombia,COL,2000,29767446528,25230159872,4537286656
Colombia,COL,2001,29612062720,25447149568,4164913920
Colombia,COL,2002,30753978368,26035853312,4718125056
Colombia,COL,2003,32456863744,27363506176,5093357056
Colombia,COL,2004,33200537600,28624242688,4576294400
Colombia,COL,2005,33698942976,29599029248,4099912960
Colombia,COL,2006,35219714048,30579730432,4639984128
Colombia,COL,2007,35536441344,31489845248,4046596096
Colombia,COL,2008,36204646400,32065773568,4138871040
Colombia,COL,2009,36132634624,31603392512,4529241088
Colombia,COL,2010,37618974720,33340114944,4278861312
Colombia,COL,2011,39296249856,34465112064,4831137792
Colombia,COL,2012,39647084544,34970644480,4676440064
Colombia,COL,2013,39596494848,35279704064,4316789248
Colombia,COL,2014,40095285248,35531591680,4563694592
Colombia,COL,2015,40260575232,35493670912,4766905856
Colombia,COL,2016,39153553408,35449978880,3703574528
Colombia,COL,2017,39585964032,35923083264,3662879232
Colombia,COL,2018,40500518912,36642979840,3857538816
Colombia,COL,2019,40524558336,36699148288,3825410560
Colombia,COL,2020,38017839104,34807844864,3209992960
Comoros,COM,1959,15618355200,8856374272,6761980928
Comoros,COM,1960,16179810304,9387810816,6791998976
Comoros,COM,1961,16241441792,9418633216,6822808576
Comoros,COM,1962,16312017920,9751263232,6560754688
Comoros,COM,1963,16324313088,10271890432,6052422144
Comoros,COM,1964,16560771072,10829867008,5730903552
Comoros,COM,1965,16510402560,11317882880,5192520192
Comoros,COM,1966,16809500672,11867256832,4942243840
Comoros,COM,1967,17272217600,12244393984,5027824640
Comoros,COM,1968,17965920256,12911313920,5054606336
Comoros,COM,1969,18503319552,13767876608,4735442944
Comoros,COM,1970,19612364800,14898575360,4713788416
Comoros,COM,1971,20164421632,15499657216,4664764416
Comoros,COM,1972,20899108864,16222739456,4676368896
Comoros,COM,1973,21618507776,17080141824,4538366464
Comoros,COM,1974,21379604480,17011143680,4368461824
Comoros,COM,1975,22240493568,17048539136,5191953408
Comoros,COM,1976,22755766272,17985501184,4770264576
Comoros,COM,1977,23139760128,18496430080,4643330048
Comoros,COM,1978,23297722368,19069630464,4228091392
Comoros,COM,1979,23864434688,19611475968,4252957696
Comoros,COM,1980,23638337536,19494451200,4143886336
Comoros,COM,1981,23343929344,19029032960,4314896384
Comoros,COM,1982,23111575552,18877890560,4233685504
Comoros,COM,1983,23661371392,19000182784,4661189632
Comoros,COM,1984,24831905792,19659028480,5172877312
Comoros,COM,1985,25221292032,20319909888,4901381120
Comoros,COM,1986,25450475520,20622252032,4828223488
Comoros,COM,1987,25899237376,21269166080,4630070784
Comoros,COM,1988,26608850944,22104852480,4503998464
Comoros,COM,1989,26764148736,22410432512,4353715200
Comoros,COM,1990,27041505280,22742327296,4299177984
Comoros,COM,1991,27442896896,23230810112,4212085760
Comoros,COM,1992,26953144320,22561548288,4391596544
Comoros,COM,1993,27088326656,22795134976,4293191936
Comoros,COM,1994,27771367424,22956447744,4814918656
Comoros,COM,1995,28211814400,23445604352,4766209024
Comoros,COM,1996,28987062272,24146044928,4841017344
Comoros,COM,1997,30965524480,24294881280,6670642688
Comoros,COM,1998,29336451072,24202033152,5134417920
Comoros,COM,1999,29587886080,24514863104,5073021952
Comoros,COM,2000,29767446528,25230159872,4537286656
Comoros,COM,2001,29612062720,25447149568,4164913920
Comoros,COM,2002,30753978368,26035853312,4718125056
Comoros,COM,2003,32456863744,27363506176,5093357056
Comoros,COM,2004,33200537600,28624242688,4576294400
Comoros,COM,2005,33698942976,29599029248,4099912960
Comoros,COM,2006,35219714048,30579730432,4639984128
Comoros,COM,2007,35536441344,31489845248,4046596096
Comoros,COM,2008,36204646400,32065773568,4138871040
Comoros,COM,2009,36132634624,31603392512,4529241088
Comoros,COM,2010,37618974720,33340114944,4278861312
Comoros,COM,2011,39296249856,34465112064,4831137792
Comoros,COM,2012,39647084544,34970644480,4676440064
Comoros,COM,2013,39596494848,35279704064,4316789248
Comoros,COM,2014,40095285248,35531591680,4563694592
Comoros,COM,2015,40260575232,35493670912,4766905856
Comoros,COM,2016,39153553408,35449978880,3703574528
Comoros,COM,2017,39585964032,35923083264,3662879232
Comoros,COM,2018,40500518912,36642979840,3857538816
Comoros,COM,2019,40524558336,36699148288,3825410560
Comoros,COM,2020,38017839104,34807844864,3209992960
Congo,COG,1959,15618355200,8856374272,6761980928
Congo,COG,1960,16179810304,9387810816,6791998976
Congo,COG,1961,16241441792,9418633216,6822808576
Congo,COG,1962,16312017920,9751263232,6560754688
Congo,COG,1963,16324313088,10271890432,6052422144
Congo,COG,1964,16560771072,10829867008,5730903552
Congo,COG,1965,16510402560,11317882880,5192520192
Congo,COG,1966,16809500672,11867256832,4942243840
Congo,COG,1967,17272217600,12244393984,5027824640
Congo,COG,1968,17965920256,12911313920,5054606336
Congo,COG,1969,18503319552,13767876608,4735442944
Congo,COG,1970,19612364800,14898575360,4713788416
Congo,COG,1971,20164421632,15499657216,4664764416
Congo,COG,1972,20899108864,16222739456,4676368896
Congo,COG,1973,21618507776,17080141824,4538366464
Congo,COG,1974,21379604480,17011143680,4368461824
Congo,COG,1975,22240493568,17048539136,5191953408
Congo,COG,1976,22755766272,17985501184,4770264576
Congo,COG,1977,23139760128,18496430080,4643330048
Congo,COG,1978,23297722368,19069630464,4228091392
Congo,COG,1979,23864434688,19611475968,4252957696
Congo,COG,1980,23638337536,19494451200,4143886336
Congo,COG,1981,23343929344,19029032960,4314896384
Congo,COG,1982,23111575552,18877890560,4233685504
Congo,COG,1983,23661371392,19000182784,4661189632
Congo,COG,1984,24831905792,19659028480,5172877312
Congo,COG,1985,25221292032,20319909888,4901381120
Congo,COG,1986,25450475520,20622252032,4828223488
Congo,COG,1987,25899237376,21269166080,4630070784
Congo,COG,1988,26608850944,22104852480,4503998464
Congo,COG,1989,26764148736,22410432512,4353715200
Congo,COG,1990,27041505280,22742327296,4299177984
Congo,COG,1991,27442896896,23230810112,4212085760
Congo,COG,1992,26953144320,22561548288,4391596544
Congo,COG,1993,27088326656,22795134976,4293191936
Congo,COG,1994,27771367424,22956447744,4814918656
Congo,COG,1995,28211814400,23445604352,4766209024
Congo,COG,1996,28987062272,24146044928,4841017344
Congo,COG,1997,30965524480,24294881280,6670642688
Congo,COG,1998,29336451072,24202033152,5134417920
Congo,COG,1999,29587886080,24514863104,5073021952
Congo,COG,2000,29767446528,25230159872,4537286656
Congo,COG,2001,29612062720,25447149568,4164913920
Congo,COG,2002,30753978368,26035853312,4718125056
Congo,COG,2003,32456863744,27363506176,5093357056
Congo,COG,2004,33200537600,28624242688,4576294400
Congo,COG,2005,33698942976,29599029248,4099912960
Congo,COG,2006,35219714048,30579730432,4639984128
Congo,COG,2007,35536441344,31489845248,4046596096
Congo,COG,2008,36204646400,32065773568,4138871040
Congo,COG,2009,36132634624,31603392512,4529241088
Congo,COG,2010,37618974720,33340114944,4278861312
Congo,COG,2011,39296249856,34465112064,4831137792
Congo,COG,2012,39647084544,34970644480,4676440064
Congo,COG,2013,39596494848,35279704064,4316789248
Congo,COG,2014,40095285248,35531591680,4563694592
Congo,COG,2015,40260575232,35493670912,4766905856
Congo,COG,2016,39153553408,35449978880,3703574528
Congo,COG,2017,39585964032,35923083264,3662879232
Congo,COG,2018,40500518912,36642979840,3857538816
Congo,COG,2019,40524558336,36699148288,3825410560
Congo,COG,2020,38017839104,34807844864,3209992960
Cook Islands,COK,1959,15618355200,8856374272,6761980928
Cook Islands,COK,1960,16179810304,9387810816,6791998976
Cook Islands,COK,1961,16241441792,9418633216,6822808576
Cook Islands,COK,1962,16312017920,9751263232,6560754688
Cook Islands,COK,1963,16324313088,10271890432,6052422144
Cook Islands,COK,1964,16560771072,10829867008,5730903552
Cook Islands,COK,1965,16510402560,11317882880,5192520192
Cook Islands,COK,1966,16809500672,11867256832,4942243840
Cook Islands,COK,1967,17272217600,12244393984,5027824640
Cook Islands,COK,1968,17965920256,12911313920,5054606336
Cook Islands,COK,1969,18503319552,13767876608,4735442944
Cook Islands,COK,1970,19612364800,14898575360,4713788416
Cook Islands,COK,1971,20164421632,15499657216,4664764416
Cook Islands,COK,1972,20899108864,16222739456,4676368896
Cook Islands,COK,1973,21618507776,17080141824,4538366464
Cook Islands,COK,1974,21379604480,17011143680,4368461824
Cook Islands,COK,1975,22240493568,17048539136,5191953408
Cook Islands,COK,1976,22755766272,17985501184,4770264576
Cook Islands,COK,1977,23139760128,18496430080,4643330048
Cook Islands,COK,1978,23297722368,19069630464,4228091392
Cook Islands,COK,1979,23864434688,19611475968,4252957696
Cook Islands,COK,1980,23638337536,19494451200,4143886336
Cook Islands,COK,1981,23343929344,19029032960,4314896384
Cook Islands,COK,1982,23111575552,18877890560,4233685504
Cook Islands,COK,1983,23661371392,19000182784,4661189632
Cook Islands,COK,1984,24831905792,19659028480,5172877312
Cook Islands,COK,1985,25221292032,20319909888,4901381120
Cook Islands,COK,1986,25450475520,20622252032,4828223488
Cook Islands,COK,1987,25899237376,21269166080,4630070784
Cook Islands,COK,1988,26608850944,22104852480,4503998464
Cook Islands,COK,1989,26764148736,22410432512,4353715200
Cook Islands,COK,1990,27041505280,22742327296,4299177984
Cook Islands,COK,1991,27442896896,23230810112,4212085760
Cook Islands,COK,1992,26953144320,22561548288,4391596544
Cook Islands,COK,1993,27088326656,22795134976,4293191936
Cook Islands,COK,1994,27771367424,22956447744,4814918656
Cook Islands,COK,1995,28211814400,23445604352,4766209024
Cook Islands,COK,1996,28987062272,24146044928,4841017344
Cook Islands,COK,1997,30965524480,24294881280,6670642688
Cook Islands,COK,1998,29336451072,24202033152,5134417920
Cook Islands,COK,1999,29587886080,24514863104,5073021952
Cook Islands,COK,2000,29767446528,25230159872,4537286656
Cook Islands,COK,2001,29612062720,25447149568,4164913920
Cook Islands,COK,2002,30753978368,26035853312,4718125056
Cook Islands,COK,2003,32456863744,27363506176,5093357056
Cook Islands,COK,2004,33200537600,28624242688,4576294400
Cook Islands,COK,2005,33698942976,29599029248,4099912960
Cook Islands,COK,2006,35219714048,30579730432,4639984128
Cook Islands,COK,2007,35536441344,31489845248,4046596096
Cook Islands,COK,2008,36204646400,32065773568,4138871040
Cook Islands,COK,2009,36132634624,31603392512,4529241088
Cook Islands,COK,2010,37618974720,33340114944,4278861312
Cook Islands,COK,2011,39296249856,34465112064,4831137792
Cook Islands,COK,2012,39647084544,34970644480,4676440064
Cook Islands,COK,2013,39596494848,35279704064,4316789248
Cook Islands,COK,2014,40095285248,35531591680,4563694592
Cook Islands,COK,2015,40260575232,35493670912,4766905856
Cook Islands,COK,2016,39153553408,35449978880,3703574528
Cook Islands,COK,2017,39585964032,35923083264,3662879232
Cook Islands,COK,2018,40500518912,36642979840,3857538816
Cook Islands,COK,2019,40524558336,36699148288,3825410560
Cook Islands,COK,2020,38017839104,34807844864,3209992960
Costa Rica,CRI,1959,15618355200,8856374272,6761980928
Costa Rica,CRI,1960,16179810304,9387810816,6791998976
Costa Rica,CRI,1961,16241441792,9418633216,6822808576
Costa Rica,CRI,1962,16312017920,9751263232,6560754688
Costa Rica,CRI,1963,16324313088,10271890432,6052422144
Costa Rica,CRI,1964,16560771072,10829867008,5730903552
Costa Rica,CRI,1965,16510402560,11317882880,5192520192
Costa Rica,CRI,1966,16809500672,11867256832,4942243840
Costa Rica,CRI,1967,17272217600,12244393984,5027824640
Costa Rica,CRI,1968,17965920256,12911313920,5054606336
Costa Rica,CRI,1969,18503319552,13767876608,4735442944
Costa Rica,CRI,1970,19612364800,14898575360,4713788416
Costa Rica,CRI,1971,20164421632,15499657216,4664764416
Costa Rica,CRI,1972,20899108864,16222739456,4676368896
Costa Rica,CRI,1973,21618507776,17080141824,4538366464
Costa Rica,CRI,1974,21379604480,17011143680,4368461824
Costa Rica,CRI,1975,22240493568,17048539136,5191953408
Costa Rica,CRI,1976,22755766272,17985501184,4770264576
Costa Rica,CRI,1977,23139760128,18496430080,4643330048
Costa Rica,CRI,1978,23297722368,19069630464,4228091392
